run_fingerprint,benchmark,condition,task_name,task_id,task_variant,method,success,intervention_count,recovery_success,steps,paired_episode_id,episode_seed,task_payload_sha256,max_failure_probability,trigger_step,attempt_count
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,door-open-v3,3,2,MT-REIM,1,2,2,88,03-0002-372028942bf6,309912,372028942bf683074974f337c1d090ce8459af6a32498eba65b0ff4475b314a9,0.7971096038818359,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,door-open-v3,3,3,MT-REIM,1,1,1,80,03-0003-852bc6fa7cd8,309913,852bc6fa7cd8f2bb2e78f134bb797667367fd73d1faf08ed719af94f78567615,0.886337161064148,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,door-open-v3,3,4,MT-REIM,1,2,2,109,03-0004-fa718984c444,309914,fa718984c444daf51a8653e1887f3f5e6d74ede77571e45a8a937e5ca9417a42,0.8758816719055176,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,drawer-open-v3,4,0,MT-REIM,0,3,2,500,04-0000-329546e3a866,409910,329546e3a8665c08d2ff77ad818e3be2e4f90ff5ab2548a1d08c10fbab018270,0.567480206489563,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,drawer-open-v3,4,1,MT-REIM,0,6,5,500,04-0001-74f8b2a9403a,409911,74f8b2a9403abfeb263f47ee8c4a9bfad9e45af7c3c6188e8ae569a74901eba0,0.8030630350112915,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,drawer-open-v3,4,2,MT-REIM,0,4,3,500,04-0002-6a2603e3d5a5,409912,6a2603e3d5a5d14ed61ebf641bc616e403e572165d486317f43e2d81d33e09c1,0.781266450881958,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,drawer-open-v3,4,3,MT-REIM,1,3,3,306,04-0003-b93891a10ea0,409913,b93891a10ea03a0251a4d55a5baae98080528cbcaa582070e504f5d1bcf3e41a,0.7410114407539368,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,drawer-open-v3,4,4,MT-REIM,0,4,4,500,04-0004-abb4f25a8d12,409914,abb4f25a8d1253248c002907bbae87e8c4a007a22be294b18ad1fd38801abeaa,0.5117117762565613,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,drawer-close-v3,5,0,MT-REIM,1,4,4,301,05-0000-f604b7f369c4,509910,f604b7f369c4f392fa2d30b5955b050fc97bd299f5e1860d4faf931b045037ea,0.772841215133667,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,drawer-close-v3,5,1,MT-REIM,1,2,2,143,05-0001-9bc53fa4292b,509911,9bc53fa4292beeb36d78b85637dfe284b8c8d9162bb7779b1229a04b8e3d83ed,0.8893460631370544,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,drawer-close-v3,5,2,MT-REIM,1,2,2,91,05-0002-c37a7fb72dea,509912,c37a7fb72dea72643527f5c692d6351934f969ecc4067794c46f5fe526cafc67,0.9457939863204956,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,drawer-close-v3,5,3,MT-REIM,1,2,2,69,05-0003-ad7931045bb9,509913,ad7931045bb9d1444d8fc82d7792a1f2dbbd02cac8f5a797c0520d129eaa5cdd,0.6331382989883423,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,drawer-close-v3,5,4,MT-REIM,0,2,1,500,05-0004-c81566cdb1ac,509914,c81566cdb1ac9265a7173507ab87c737ef262c1fb02c03137b0fa321e93b3149,0.6887978315353394,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,button-press-topdown-v3,6,0,MT-REIM,1,1,1,66,06-0000-09f4985d49f7,609910,09f4985d49f791e9b89641da5bd6ad883affac46c812c516cd2cb1bbcf0ba4d3,0.7041102647781372,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,button-press-topdown-v3,6,1,MT-REIM,1,1,1,75,06-0001-2d56cb665682,609911,2d56cb66568251015faebb8ee77621c68b451a5251d48bf1cb626872684620c8,0.7014352083206177,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,button-press-topdown-v3,6,2,MT-REIM,1,1,1,67,06-0002-a73251325fa8,609912,a73251325fa8816a8dc4d3b21a2a6ffd8b7c74c7ff73a742e8cda367b0cfd16f,0.7597647309303284,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,button-press-topdown-v3,6,3,MT-REIM,1,1,1,71,06-0003-a9f694164e13,609913,a9f694164e131170cf91c4db7c55690a8fd7783270420c29b6425f30e340eaf1,0.6796408891677856,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,button-press-topdown-v3,6,4,MT-REIM,1,1,1,68,06-0004-0bd4cf35d772,609914,0bd4cf35d772b825f09d816516d393a9e822df314c868dff380d6c044b9067aa,0.8262478113174438,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,peg-insert-side-v3,7,0,MT-REIM,1,3,3,111,07-0000-b3a889fe55c1,709910,b3a889fe55c12035c265828b37cdca922937c2eb9203c4584a513ab1dbe0d147,0.6800202131271362,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,peg-insert-side-v3,7,1,MT-REIM,0,4,2,500,07-0001-10c97b9b19b2,709911,10c97b9b19b2fb126c14c5286182620c6414786c046469e149629d718bd03515,0.8695559501647949,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,peg-insert-side-v3,7,2,MT-REIM,0,5,3,500,07-0002-bff4df924798,709912,bff4df924798872e87c4aa7e00a2adadb67f166ad2ec9eb467109800b0183e56,0.8380159735679626,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,peg-insert-side-v3,7,3,MT-REIM,1,2,2,143,07-0003-f72a66ee68e4,709913,f72a66ee68e432532e178e89af774b991e8d4775a0d12e8624347b01dcba029d,0.7404851317405701,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,peg-insert-side-v3,7,4,MT-REIM,0,7,7,500,07-0004-bc37b22cdd13,709914,bc37b22cdd1387f93952d3d02a5045c260065b9ac2e2bdd4b8f0a8ab6d036937,0.7983981966972351,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,window-open-v3,8,0,MT-REIM,1,1,1,86,08-0000-2ba8a2e10be6,809910,2ba8a2e10be6cecc49369f1f6e038ef991706032b824dc5e49a5bfbe949b7505,0.8811396360397339,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,window-open-v3,8,1,MT-REIM,1,1,1,95,08-0001-cedd70f51df7,809911,cedd70f51df71cb4f8a19d50ad2399ff4d576137bfde083ee20c62b65ade28ba,0.6519192457199097,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,window-open-v3,8,2,MT-REIM,1,1,1,83,08-0002-f77cde5c11c4,809912,f77cde5c11c4b79eebc4781c6726f1fd99dec497037423ae1fe33513c995e4c0,0.9214655756950378,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,window-open-v3,8,3,MT-REIM,1,1,1,99,08-0003-0af14aa5c031,809913,0af14aa5c0314fb601a73f2c5e7c4997ba56279826745bb3c8b7c471a1b1f267,0.8208557963371277,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,window-open-v3,8,4,MT-REIM,1,1,1,83,08-0004-8133ff36722e,809914,8133ff36722ebaa2165205f6b6b6affd8dea1e78cb16979411e8521ad89e9e82,0.7645071148872375,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,window-close-v3,9,0,MT-REIM,1,2,2,80,09-0000-9732001774c4,909910,9732001774c4e7d1282e1b5483b3baa85aea6b9a042e7f0bb1965b854bc37570,0.8216518759727478,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,window-close-v3,9,1,MT-REIM,1,1,1,89,09-0001-7fe82ce154a1,909911,7fe82ce154a1370a2749352578842ead46382f2e82ea1d6bc46fe0b698a9451c,0.7564474940299988,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,window-close-v3,9,2,MT-REIM,1,2,2,88,09-0002-3bcf133f4711,909912,3bcf133f4711d45294a64f48beb6e87f96dca36492196d23da645453ed4becfa,0.8469277620315552,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,window-close-v3,9,3,MT-REIM,1,1,1,91,09-0003-97cdf2a17e6b,909913,97cdf2a17e6b4907998d8e786eb31683ca04bd28116e31bd929cabad9057e1c2,0.8592226505279541,0,1
775f79ba689f80528934252cb9cbd96e0a804338d3f7e713677ec8d42cc81da7,MT10,diagnostic_gate_20,window-close-v3,9,4,MT-REIM,1,1,1,80,09-0004-6c12b7a8f937,909914,6c12b7a8f93763262c9189968acab411572e69be824d054d8d1e04314cc0dce8,0.788459300994873,0,1
